"Jaar indiening","Project Besluit VVO Type","Gebouw Functie kort","Handeling","[Project Indiening Datum.autoCalendar.Quarter]","Aantal projecten","Aantal gebouwen","Aantal gebouwen (met gebouwinfo)","Aantal wooneenheden","Aantal (studenten)kamers","Nuttige woonoppervlakte (m²)","Nuttige oppervlakte kamerwoningen (m²)","Bovengronds nuttige oppervlakte (m²)","Bovengronds grond oppervlakte (m²)","Gesloopte oppervlakte (m²)","Gesloopte volume (m³)"
"2022","Gemeente","eengezinswoning","Verbouwen of hergebruik","Q3","3.618","3.868","3.873","3.673","0","969.246,37","0","932.064,94","571.015,71","0,00","0,00"
"2022","Gemeente","eengezinswoning","Nieuwbouw","Q2","2.726","4.184","4.187","4.130","0","1.038.394,86","0","1.276.927,03","601.044,70","0,00","0,00"
"2022","Gemeente","eengezinswoning","Verbouwen of hergebruik","Q2","4.288","4.618","4.627","4.408","0","1.059.175,56","0","1.071.632,69","736.934,47","0,00","0,00"
"2022","Gemeente","eengezinswoning","Nieuwbouw","Q4","3.276","5.321","5.321","5.269","0","1.112.942,33","0","1.084.539,36","665.856,62","0,00","0,00"
"2022","Gemeente","eengezinswoning","Verbouwen of hergebruik","Q4","4.518","4.886","4.900","4.645","0","1.174.198,03","0","1.143.374,65","799.783,85","0,00","0,00"
"2022","Gemeente","eengezinswoning","Verbouwen of hergebruik","Q1","3.789","3.966","3.973","3.754","0","1.238.618,83","0","1.077.007,11","638.947,95","0,00","0,00"
"2023","Gemeente","kamerwoning","Verbouwen of hergebruik","Q3","47","49","49","0","712","0,00","19.623","27.182,53","10.822,18","0,00","0,00"
"2023","Gemeente","kamerwoning","Verbouwen of hergebruik","Q1","38","41","41","0","697","0,00","18.906","22.249,73","10.634,72","0,00","0,00"
"2023","Gemeente","kamerwoning","Verbouwen of hergebruik","Q2","55","56","56","0","5.739","0,00","18.367","21.212,80","9.943,67","0,00","0,00"
"2023","Gemeente","kamerwoning","Verbouwen of hergebruik","Q4","49","51","51","0","1.537","0,00","16.085","21.254,65","8.140,33","0,00","0,00"
"2023","Gemeente","kamerwoning","Nieuwbouw","Q2","8","8","8","0","416","0,00","13.490","15.212,47","4.294,44","0,00","0,00"
"2023","-","kamerwoning","Verbouwen of hergebruik","Q4","11","11","11","0","433","0,00","12.229","11.971,81","3.535,73","0,00","0,00"
"2023","Provincie","kamerwoning","Verbouwen of hergebruik","Q2","5","5","5","0","510","0,00","10.438","10.396,01","1.158,68","0,00","0,00"
"2023","Gemeente","kamerwoning","Nieuwbouw","Q4","13","14","14","0","284","0,00","9.858","9.532,53","4.084,16","0,00","0,00"
"2023","-","kamerwoning","Verbouwen of hergebruik","Q1","14","14","14","0","247","0,00","8.577","9.969,36","3.013,96","0,00","0,00"
"2023","Gemeente","kamerwoning","Nieuwbouw","Q1","10","11","11","0","249","0,00","7.611","7.679,21","4.057,22","0,00","0,00"
"2023","Gemeente","kamerwoning","Nieuwbouw","Q3","8","10","10","0","270","0,00","7.416","8.751,93","2.646,83","0,00","0,00"
"2023","Provincie","kamerwoning","Nieuwbouw","Q3","4","7","7","0","169","0,00","5.524","5.540,36","2.186,08","0,00","0,00"
"2023","Provincie","kamerwoning","Verbouwen of hergebruik","Q3","6","6","6","0","183","0,00","5.356","6.634,68","1.851,52","0,00","0,00"
"2023","-","kamerwoning","Verbouwen of hergebruik","Q2","18","18","18","0","137","0,00","4.967","4.170,35","1.916,32","0,00","0,00"
"2023","-","kamerwoning","Verbouwen of hergebruik","Q3","17","17","17","0","155","0,00","4.811","5.141,08","2.551,59","0,00","0,00"
"2023","Provincie","kamerwoning","Nieuwbouw","Q2","4","4","4","0","174","0,00","4.783","5.632,55","1.608,29","0,00","0,00"
"2023","RVVB","kamerwoning","Nieuwbouw","Q3","2","2","2","0","131","0,00","3.584","4.889,31","1.219,10","0,00","0,00"
"2023","-","kamerwoning","Nieuwbouw","Q2","5","8","8","0","157","0,00","3.532","4.847,78","1.886,65","0,00","0,00"
"2023","-","kamerwoning","Nieuwbouw","Q3","3","5","5","0","112","0,00","2.686","3.076,09","1.144,09","0,00","0,00"
"2023","RVVB","eengezins- en kamerwoning","Nieuwbouw","Q3","1","1","1","0","58","0,00","1.779","1.956,96","643,40","0,00","0,00"
"2023","-","kamerwoning","Nieuwbouw","Q4","5","5","5","0","53","0,00","1.556","1.609,60","682,83","0,00","0,00"
"2023","Gemeente","eengezins- en kamerwoning","Verbouwen of hergebruik","Q3","19","19","19","0","34","0,00","1.508","3.707,93","1.629,20","0,00","0,00"
"2023","Provincie","kamerwoning","Nieuwbouw","Q4","2","2","2","0","48","0,00","1.232","1.719,72","641,52","0,00","0,00"
"2023","Gemeente","eengezins- en kamerwoning","Verbouwen of hergebruik","Q2","18","18","18","0","58","0,00","1.052","3.807,29","1.946,25","0,00","0,00"
"2023","Gemeente","eengezins- en kamerwoning","Verbouwen of hergebruik","Q1","9","9","9","0","20","0,00","890","1.293,42","747,12","0,00","0,00"
"2023","RVVB","kamerwoning","Nieuwbouw","Q4","1","1","1","0","0","0,00","841","843,28","1.018,22","0,00","0,00"
"2023","Provincie","kamerwoning","Verbouwen of hergebruik","Q4","2","2","2","0","31","0,00","715","816,75","382,43","0,00","0,00"
"2023","-","eengezins- en kamerwoning","Verbouwen of hergebruik","Q2","6","6","6","0","19","0,00","606","1.103,93","723,91","0,00","0,00"
"2023","Gemeente","eengezins- en kamerwoning","Verbouwen of hergebruik","Q4","7","7","7","0","14","0,00","555","1.051,94","578,60","0,00","0,00"
"2023","-","eengezins- en kamerwoning","Verbouwen of hergebruik","Q3","3","3","3","0","16","0,00","450","524,80","158,00","0,00","0,00"
"2023","-","kamerwoning","Nieuwbouw","Q1","1","1","1","0","15","0,00","316","316,90","156,18","0,00","0,00"
"2023","Gemeente","eengezins- en kamerwoning","Nieuwbouw","Q2","2","2","2","0","7","0,00","170","362,87","161,81","0,00","0,00"
"2023","Gemeente","eengezins- en kamerwoning","Nieuwbouw","Q1","1","1","1","0","4","0,00","127","226,40","81,60","0,00","0,00"
"2023","-","eengezins- en kamerwoning","Verbouwen of hergebruik","Q4","2","2","2","0","3","0,00","115","0,00","0,00","0,00","0,00"
"2023","-","eengezins- en kamerwoning","Nieuwbouw","Q4","1","1","1","0","0","0,00","65","212,90","163,50","0,00","0,00"
"2023","Provincie","eengezins- en kamerwoning","Verbouwen of hergebruik","Q2","1","1","1","0","3","0,00","48","158,70","76,20","0,00","0,00"
"2023","-","eengezins- en kamerwoning","Verbouwen of hergebruik","Q1","1","1","1","0","0","0,00","45","167,00","175,00","0,00","0,00"
"2023","Gemeente","-","-","Q1","2.588","3.046","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2023","Gemeente","-","Sloop","Q1","1.967","2.969","2.969","0","0","0,00","0","0,00","0,00","763.667,60","6.737.001,30"
"2023","-","-","-","Q1","789","934","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2023","-","-","Sloop","Q1","434","745","745","0","0","0,00","0","0,00","0,00","193.932,24","1.545.987,96"
"2023","Provincie","-","Sloop","Q1","210","402","402","0","0","0,00","0","0,00","0,00","154.740,11","1.034.789,26"
"2023","Provincie","-","-","Q1","74","118","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2023","RVVB","-","Sloop","Q1","17","28","28","0","0","0,00","0","0,00","0,00","38.739,78","304.313,71"
"2023","Vlaamse Overheid","-","Sloop","Q1","13","25","25","0","0","0,00","0","0,00","0,00","14.139,89","82.963,53"
"2023","RVVB","-","-","Q1","11","31","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2023","Gemeente","-","Verbouwen of hergebruik","Q1","1","1","1","0","0","0,00","0","610,69","610,69","0,00","0,00"
"2023","-","-","Verbouwen of hergebruik","Q1","1","1","1","0","0","0,00","0","88,00","88,00","0,00","0,00"
"2023","Vlaamse Overheid","-","-","Q1","0","1","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2023","Gemeente","-","-","Q2","2.467","2.865","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2023","Gemeente","-","Sloop","Q2","2.252","3.564","3.564","0","0","0,00","0","0,00","0,00","1.087.007,88","8.262.815,41"
"2023","-","-","-","Q2","809","991","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2023","-","-","Sloop","Q2","468","781","781","0","0","0,00","0","0,00","0,00","255.698,29","1.680.299,45"
"2023","Provincie","-","Sloop","Q2","255","453","453","0","0","0,00","0","0,00","0,00","147.210,72","7.346.307,61"
"2023","Provincie","-","-","Q2","97","144","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2023","RVVB","-","Sloop","Q2","24","50","50","0","0","0,00","0","0,00","0,00","28.218,50","175.822,04"
"2023","Vlaamse Overheid","-","Sloop","Q2","10","49","49","0","0","0,00","0","0,00","0,00","74.389,42","635.494,73"
"2023","RVVB","-","-","Q2","10","19","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2023","Vlaamse Overheid","-","-","Q2","0","0","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2023","Gemeente","-","-","Q3","2.242","2.620","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2023","Gemeente","-","Sloop","Q3","2.219","3.630","3.630","0","0","0,00","0","0,00","0,00","1.224.628,12","6.486.500,51"
"2023","-","-","-","Q3","739","904","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2023","-","-","Sloop","Q3","497","821","821","0","0","0,00","0","0,00","0,00","427.821,18","2.106.447,68"
"2023","Provincie","-","Sloop","Q3","291","553","553","0","0","0,00","0","0,00","0,00","335.752,22","2.703.118,35"
"2023","Provincie","-","-","Q3","90","204","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2023","RVVB","-","Sloop","Q3","32","57","57","0","0","0,00","0","0,00","0,00","35.030,00","210.812,48"
"2023","Vlaamse Overheid","-","Sloop","Q3","21","42","42","0","0","0,00","0","0,00","0,00","20.195,74","205.488,63"
"2023","RVVB","-","-","Q3","13","25","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2023","Gemeente","-","Nieuwbouw","Q3","1","1","1","0","0","0,00","0","465,52","480,00","0,00","0,00"
"2023","Gemeente","-","Verbouwen of hergebruik","Q3","1","1","1","0","0","0,00","0","243,00","103,00","0,00","0,00"
"2023","Vlaamse Overheid","-","-","Q3","0","0","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2023","Gemeente","-","Sloop","Q4","2.136","3.385","3.385","0","0","0,00","0","0,00","0,00","877.792,44","4.155.282,51"
"2023","Gemeente","-","-","Q4","2.045","2.407","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2023","-","-","-","Q4","671","842","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2023","-","-","Sloop","Q4","496","844","844","0","0","0,00","0","0,00","0,00","460.339,26","5.447.312,76"
"2023","Provincie","-","Sloop","Q4","274","475","475","0","0","0,00","0","0,00","0,00","160.936,16","847.800,15"
"2023","Provincie","-","-","Q4","85","152","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2023","RVVB","-","Sloop","Q4","20","36","36","0","0","0,00","0","0,00","0,00","18.145,61","125.653,59"
"2023","Vlaamse Overheid","-","Sloop","Q4","15","21","21","0","0","0,00","0","0,00","0,00","74.136,55","554.620,55"
"2023","RVVB","-","-","Q4","5","9","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2023","Gemeente","-","Verbouwen of hergebruik","Q4","3","3","3","0","0","0,00","0","854,36","744,00","0,00","0,00"
"2023","Vlaamse Overheid","-","-","Q4","2","4","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2023","Gemeente","-","Nieuwbouw","Q4","1","1","1","0","0","0,00","0","264,01","311,35","0,00","0,00"
"2023","-","-","Verbouwen of hergebruik","Q4","1","1","1","0","0","0,00","0","34,10","61,44","0,00","0,00"
"2023","Provincie","meergezins- en kamerwoning","Verbouwen of hergebruik","Q3","1","1","1","1","4","26,50","116","142,33","60,25","0,00","0,00"
"2023","-","meergezins- en kamerwoning","Verbouwen of hergebruik","Q4","1","1","1","2","13","54,25","346","399,59","236,69","0,00","0,00"
"2023","RVVB","meergezins- en kamerwoning","Verbouwen of hergebruik","Q3","1","1","1","4","2","102,10","73","168,51","79,49","0,00","0,00"
"2023","-","meergezins- en kamerwoning","Nieuwbouw","Q4","1","1","1","1","50","110,32","915","1.883,00","504,00","0,00","0,00"
"2023","-","meergezins- en kamerwoning","Nieuwbouw","Q1","1","1","1","2","11","135,40","243","681,50","223,00","0,00","0,00"
"2023","-","meergezins- en kamerwoning","Nieuwbouw","Q2","1","1","1","2","11","135,40","243","681,50","223,00","0,00","0,00"
"2023","Gemeente","meergezins- en kamerwoning","Nieuwbouw","Q2","2","2","2","4","41","151,40","1.195","1.419,70","419,50","0,00","0,00"
"2023","Vlaamse Overheid","eengezinswoning","Verbouwen of hergebruik","Q2","1","1","1","1","0","162,00","0","162,00","249,00","0,00","0,00"
"2023","Provincie","meergezins- en kamerwoning","Nieuwbouw","Q4","2","2","2","4","45","175,50","1.146","1.273,14","422,21","0,00","0,00"
"2023","RVVB","meergezins- en kamerwoning","Verbouwen of hergebruik","Q1","1","1","1","6","72","185,00","1.095","2.373,00","1.150,00","0,00","0,00"
"2023","RVVB","meergezins- en kamerwoning","Nieuwbouw","Q3","1","1","1","8","42","234,73","730","1.516,52","343,15","0,00","0,00"
"2023","Provincie","meergezins- en kamerwoning","Nieuwbouw","Q2","1","1","1","5","8","247,00","188","798,60","439,50","0,00","0,00"
"2023","Vlaamse Overheid","eengezinswoning","Nieuwbouw","Q4","1","1","1","1","0","293,22","0","260,01","190,23","0,00","0,00"
"2023","Vlaamse Overheid","eengezinswoning","Nieuwbouw","Q1","1","1","1","1","0","328,23","0","328,23","147,10","0,00","0,00"
"2023","Vlaamse Overheid","meergezinswoning","Nieuwbouw","Q2","1","1","1","4","0","353,64","0","379,71","237,32","0,00","0,00"
"2023","-","meergezins- en kamerwoning","Nieuwbouw","Q3","2","2","2","9","20","465,85","445","1.118,12","385,20","0,00","0,00"
"2023","-","meergezins- en kamerwoning","Verbouwen of hergebruik","Q3","5","5","5","13","68","498,42","2.379","2.763,28","973,66","0,00","0,00"
"2023","-","meergezins- en kamerwoning","Verbouwen of hergebruik","Q2","4","4","4","6","275","558,50","4.533","6.413,95","1.890,97","0,00","0,00"
"2023","Provincie","meergezins- en kamerwoning","Verbouwen of hergebruik","Q4","7","7","7","13","173","702,29","5.024","6.300,39","1.982,76","0,00","0,00"
"2023","-","meergezins- en kamerwoning","Verbouwen of hergebruik","Q1","4","4","4","26","21","786,70","679","1.899,99","762,40","0,00","0,00"
"2023","Gemeente","meergezins- en kamerwoning","Nieuwbouw","Q1","3","3","3","9","92","853,12","2.177","3.568,73","1.268,28","0,00","0,00"
"2023","Provincie","meergezins- en kamerwoning","Nieuwbouw","Q3","2","2","2","11","22","925,96","800","1.860,09","694,33","0,00","0,00"
"2023","Vlaamse Overheid","eengezinswoning","Nieuwbouw","Q2","1","14","14","14","0","1.192,98","0","1.192,98","1.365,91","0,00","0,00"
"2023","RVVB","meergezinswoning","Verbouwen of hergebruik","Q2","4","4","4","15","0","1.326,93","0","1.850,50","772,68","0,00","0,00"
"2023","RVVB","eengezinswoning","Verbouwen of hergebruik","Q3","7","8","8","7","0","1.464,94","0","5.679,24","5.291,10","0,00","0,00"
"2023","Gemeente","meergezins- en kamerwoning","Verbouwen of hergebruik","Q3","17","17","17","42","1.212","1.511,25","8.023","10.584,37","4.492,35","0,00","0,00"
"2023","Gemeente","meergezins- en kamerwoning","Nieuwbouw","Q3","3","3","3","23","50","1.608,40","1.474","5.230,80","2.679,90","0,00","0,00"
"2023","RVVB","eengezinswoning","Verbouwen of hergebruik","Q1","5","11","11","11","0","1.629,25","0","1.734,60","1.064,93","0,00","0,00"
"2023","Gemeente","meergezins- en kamerwoning","Nieuwbouw","Q4","4","4","4","40","575","1.663,14","11.874","8.318,50","5.995,60","0,00","0,00"
"2023","RVVB","eengezinswoning","Nieuwbouw","Q4","7","7","7","6","0","1.669,65","0","2.074,77","1.384,16","0,00","0,00"
"2023","Provincie","meergezins- en kamerwoning","Verbouwen of hergebruik","Q1","1","1","1","9","1","1.674,12","46","2.118,25","352,57","0,00","0,00"
"2023","Provincie","meergezins- en kamerwoning","Verbouwen of hergebruik","Q2","4","4","4","30","55","1.729,32","1.398","4.882,99","2.017,53","0,00","0,00"
"2023","RVVB","eengezinswoning","Verbouwen of hergebruik","Q2","11","11","11","9","0","2.182,68","0","5.249,56","2.546,13","0,00","0,00"
"2023","Gemeente","meergezins- en kamerwoning","Verbouwen of hergebruik","Q1","22","23","23","62","1.007","2.249,28","7.809","11.499,99","4.082,64","0,00","0,00"
"2023","RVVB","meergezinswoning","Verbouwen of hergebruik","Q4","1","2","2","30","0","3.106,83","0","3.825,78","1.197,38","0,00","0,00"
"2023","Gemeente","meergezins- en kamerwoning","Verbouwen of hergebruik","Q2","19","19","19","114","1.599","4.098,52","7.150","16.586,04","5.114,63","0,00","0,00"
"2023","Vlaamse Overheid","eengezinswoning","Nieuwbouw","Q3","2","18","18","18","0","4.103,32","0","3.129,69","1.285,73","0,00","0,00"
"2023","RVVB","eengezinswoning","Nieuwbouw","Q3","12","29","29","29","0","5.130,45","0","5.310,92","2.962,76","0,00","0,00"
"2023","RVVB","meergezinswoning","Verbouwen of hergebruik","Q3","9","9","9","69","0","6.414,07","0","8.267,10","2.849,99","0,00","0,00"
"2023","RVVB","meergezinswoning","Nieuwbouw","Q4","7","10","10","94","0","10.260,12","0","10.440,56","5.850,39","0,00","0,00"
"2023","RVVB","eengezinswoning","Verbouwen of hergebruik","Q4","23","54","54","52","0","10.541,30","0","36.807,57","14.997,19","0,00","0,00"
"2023","Gemeente","meergezins- en kamerwoning","Verbouwen of hergebruik","Q4","23","23","23","57","325","12.865,95","4.882","9.411,26","3.649,31","0,00","0,00"
"2023","RVVB","meergezinswoning","Nieuwbouw","Q1","8","23","23","139","0","14.102,26","0","16.835,56","7.021,36","0,00","0,00"
"2023","RVVB","eengezinswoning","Nieuwbouw","Q1","9","98","98","98","0","14.710,28","0","14.884,48","9.133,31","0,00","0,00"
"2023","RVVB","meergezinswoning","Nieuwbouw","Q3","10","18","18","186","0","15.798,74","0","17.794,90","7.262,42","0,00","0,00"
"2023","Provincie","meergezinswoning","Verbouwen of hergebruik","Q1","44","47","47","186","0","17.177,21","0","21.882,13","10.332,90","0,00","0,00"
"2023","Provincie","meergezinswoning","Verbouwen of hergebruik","Q4","50","51","51","226","0","18.767,80","0","25.430,55","11.776,90","0,00","0,00"
"2023","RVVB","eengezinswoning","Nieuwbouw","Q2","20","152","152","151","0","26.075,19","0","26.670,02","13.521,41","0,00","0,00"
"2023","Provincie","eengezinswoning","Verbouwen of hergebruik","Q1","116","144","145","130","0","27.519,27","0","42.168,69","24.586,78","0,00","0,00"
"2023","Provincie","eengezinswoning","Verbouwen of hergebruik","Q2","128","163","163","148","0","36.798,88","0","46.400,76","35.021,27","0,00","0,00"
"2023","Provincie","meergezinswoning","Verbouwen of hergebruik","Q2","59","61","61","462","0","36.846,41","0","52.799,55","18.818,62","0,00","0,00"
"2023","RVVB","meergezinswoning","Nieuwbouw","Q2","17","27","27","317","0","37.591,52","0","36.187,92","14.379,96","0,00","0,00"
"2023","Provincie","eengezinswoning","Nieuwbouw","Q1","96","252","252","249","0","38.718,45","0","43.561,56","28.549,90","0,00","0,00"
"2023","Provincie","meergezinswoning","Verbouwen of hergebruik","Q3","63","66","66","419","0","43.074,40","0","54.590,22","19.314,99","0,00","0,00"
"2023","Provincie","eengezinswoning","Nieuwbouw","Q4","136","311","311","309","0","54.027,06","0","54.297,37","165.098,37","0,00","0,00"
"2023","Provincie","eengezinswoning","Verbouwen of hergebruik","Q3","154","234","234","211","0","57.204,46","0","94.214,86","67.149,68","0,00","0,00"
"2023","Provincie","eengezinswoning","Verbouwen of hergebruik","Q4","153","243","243","235","0","66.449,52","0","55.804,05","43.887,20","0,00","0,00"
"2023","Provincie","eengezinswoning","Nieuwbouw","Q2","109","458","458","457","0","74.191,71","0","103.001,83","46.262,83","0,00","0,00"
"2023","-","meergezinswoning","Verbouwen of hergebruik","Q4","211","223","223","869","0","81.415,97","0","158.359,16","45.430,65","0,00","0,00"
"2023","Provincie","eengezinswoning","Nieuwbouw","Q3","164","467","467","463","0","97.893,53","0","82.324,08","53.002,32","0,00","0,00"
"2023","Provincie","meergezinswoning","Nieuwbouw","Q2","80","120","120","992","0","106.586,44","0","114.761,20","43.680,67","0,00","0,00"
"2023","Provincie","meergezinswoning","Nieuwbouw","Q1","69","92","92","850","0","108.185,62","0","91.769,76","36.703,60","0,00","0,00"
"2023","-","eengezinswoning","Nieuwbouw","Q4","323","572","572","565","0","118.549,67","0","133.382,28","74.930,18","0,00","0,00"
"2023","-","eengezinswoning","Nieuwbouw","Q2","322","663","663","655","0","122.201,10","0","176.639,55","74.462,88","0,00","0,00"
"2023","-","meergezinswoning","Verbouwen of hergebruik","Q1","203","221","221","1.415","0","134.774,61","0","157.243,98","57.017,88","0,00","0,00"
"2023","-","eengezinswoning","Verbouwen of hergebruik","Q1","636","691","693","646","0","145.878,13","0","141.699,96","105.300,58","0,00","0,00"
"2023","-","eengezinswoning","Nieuwbouw","Q3","315","705","705","697","0","148.218,74","0","190.525,47","88.806,41","0,00","0,00"
"2023","-","meergezinswoning","Verbouwen of hergebruik","Q3","218","227","227","1.440","0","152.220,10","0","261.903,43","92.916,67","0,00","0,00"
"2023","-","eengezinswoning","Verbouwen of hergebruik","Q4","718","824","824","755","0","154.111,17","0","644.627,47","123.527,02","0,00","0,00"
"2023","-","eengezinswoning","Nieuwbouw","Q1","257","571","571","563","0","169.306,56","0","105.304,36","69.994,61","0,00","0,00"
"2023","Provincie","meergezinswoning","Nieuwbouw","Q4","84","105","105","1.359","0","172.416,34","0","147.975,58","54.844,13","0,00","0,00"
"2023","-","eengezinswoning","Verbouwen of hergebruik","Q2","670","727","729","667","0","177.893,86","0","165.841,93","131.201,51","0,00","0,00"
"2023","-","meergezinswoning","Verbouwen of hergebruik","Q2","248","256","256","1.085","0","186.410,56","0","344.125,84","62.746,58","0,00","0,00"
"2023","Provincie","meergezinswoning","Nieuwbouw","Q3","121","177","177","1.772","0","186.457,24","0","224.023,07","103.699,85","0,00","0,00"
"2023","-","meergezinswoning","Nieuwbouw","Q1","102","153","153","1.656","0","193.204,93","0","193.930,78","77.345,41","0,00","0,00"
"2023","-","meergezinswoning","Nieuwbouw","Q3","156","207","207","2.003","0","214.135,51","0","226.918,78","121.802,88","0,00","0,00"
"2023","-","eengezinswoning","Verbouwen of hergebruik","Q3","620","688","689","632","0","220.424,25","0","199.240,07","116.967,02","0,00","0,00"
"2023","-","meergezinswoning","Nieuwbouw","Q2","168","209","209","2.008","0","222.913,85","0","225.708,86","106.808,79","0,00","0,00"
"2023","Gemeente","meergezinswoning","Verbouwen of hergebruik","Q1","488","508","508","2.547","0","286.238,15","0","360.878,57","149.459,87","0,00","0,00"
"2023","Gemeente","meergezinswoning","Verbouwen of hergebruik","Q2","529","565","565","2.652","0","297.891,17","0","444.426,77","139.698,63","0,00","0,00"
"2023","-","meergezinswoning","Nieuwbouw","Q4","137","186","186","2.307","0","315.359,45","0","240.565,33","78.652,67","0,00","0,00"
"2023","Gemeente","meergezinswoning","Nieuwbouw","Q1","298","384","385","3.528","0","367.391,76","0","388.393,77","168.843,55","0,00","0,00"
"2023","Gemeente","meergezinswoning","Verbouwen of hergebruik","Q4","614","660","661","3.683","0","399.796,24","0","585.744,29","181.275,03","0,00","0,00"
"2023","Gemeente","meergezinswoning","Verbouwen of hergebruik","Q3","590","635","635","3.342","0","401.190,91","0","578.814,44","187.022,39","0,00","0,00"
"2023","Gemeente","meergezinswoning","Nieuwbouw","Q2","385","488","488","4.079","0","441.465,54","0","792.841,69","189.896,54","0,00","0,00"
"2023","Gemeente","eengezinswoning","Nieuwbouw","Q1","1.736","2.863","2.863","2.822","0","632.680,37","0","587.698,75","425.034,92","0,00","0,00"
"2023","Gemeente","eengezinswoning","Nieuwbouw","Q4","2.072","3.273","3.273","3.241","0","656.626,56","0","727.564,23","459.297,49","0,00","0,00"
"2023","Gemeente","meergezinswoning","Nieuwbouw","Q3","442","575","575","5.986","0","675.602,94","0","789.506,60","272.397,28","0,00","0,00"
"2023","Gemeente","meergezinswoning","Nieuwbouw","Q4","384","481","481","4.378","0","712.841,45","0","1.212.071,23","222.756,89","0,00","0,00"
"2023","Gemeente","eengezinswoning","Nieuwbouw","Q3","2.033","3.714","3.714","3.673","0","749.145,30","0","848.780,05","523.184,35","0,00","0,00"
"2023","Gemeente","eengezinswoning","Nieuwbouw","Q2","2.138","3.759","3.759","3.718","0","794.752,28","0","734.275,19","568.622,88","0,00","0,00"
"2023","Gemeente","eengezinswoning","Verbouwen of hergebruik","Q3","3.881","4.283","4.283","4.065","0","892.747,09","0","1.064.847,53","890.327,35","0,00","0,00"
"2023","Gemeente","eengezinswoning","Verbouwen of hergebruik","Q1","3.818","4.203","4.209","4.020","0","971.432,03","0","992.798,81","647.424,29","0,00","0,00"
"2023","Gemeente","eengezinswoning","Verbouwen of hergebruik","Q4","3.862","4.243","4.244","4.021","0","1.093.129,31","0","1.099.396,07","786.735,58","0,00","0,00"
"2023","Gemeente","eengezinswoning","Verbouwen of hergebruik","Q2","4.119","4.376","4.377","4.183","0","1.402.134,54","0","963.793,86","660.908,17","0,00","0,00"
"2024","Provincie","kamerwoning","Nieuwbouw","Q1","4","4","4","0","779","0,00","20.927","23.365,93","5.159,86","0,00","0,00"
"2024","Gemeente","kamerwoning","Verbouwen of hergebruik","Q1","39","39","39","0","1.091","0,00","17.843","20.272,05","7.590,84","0,00","0,00"
"2024","Gemeente","kamerwoning","Nieuwbouw","Q3","9","9","9","0","560","0,00","16.034","67.459,70","5.649,79","0,00","0,00"
"2024","Gemeente","kamerwoning","Verbouwen of hergebruik","Q4","42","46","46","0","590","0,00","15.608","21.738,45","9.940,50","0,00","0,00"
"2024","Gemeente","kamerwoning","Verbouwen of hergebruik","Q3","51","53","53","0","917","0,00","14.635","16.060,59","7.724,11","0,00","0,00"
"2024","Gemeente","kamerwoning","Verbouwen of hergebruik","Q2","44","44","44","0","726","0,00","13.720","15.248,61","7.008,49","0,00","0,00"
"2024","-","kamerwoning","Nieuwbouw","Q4","3","3","3","0","393","0,00","10.388","10.307,61","2.599,67","0,00","0,00"
"2024","Provincie","kamerwoning","Nieuwbouw","Q3","6","6","6","0","386","0,00","10.274","13.556,18","4.074,20","0,00","0,00"
"2024","Gemeente","kamerwoning","Nieuwbouw","Q1","5","5","5","0","579","0,00","7.469","7.730,98","954,88","0,00","0,00"
"2024","-","kamerwoning","Verbouwen of hergebruik","Q3","10","12","12","0","155","0,00","7.430","5.607,72","2.894,63","0,00","0,00"
"2024","Provincie","kamerwoning","Verbouwen of hergebruik","Q1","5","5","5","0","168","0,00","4.483","3.930,51","1.814,73","0,00","0,00"
"2024","-","kamerwoning","Verbouwen of hergebruik","Q4","11","11","11","0","161","0,00","4.354","5.361,15","2.256,02","0,00","0,00"
"2024","-","kamerwoning","Verbouwen of hergebruik","Q2","14","15","15","0","436","0,00","3.814","4.275,15","1.888,85","0,00","0,00"
"2024","Gemeente","kamerwoning","Nieuwbouw","Q4","8","8","8","0","320","0,00","3.418","3.350,57","1.996,16","0,00","0,00"
"2024","Gemeente","kamerwoning","Nieuwbouw","Q2","5","5","5","0","115","0,00","3.321","3.179,38","1.542,81","0,00","0,00"
"2024","Gemeente","eengezins- en kamerwoning","Verbouwen of hergebruik","Q2","15","15","15","0","33","0,00","2.977","2.099,94","1.288,54","0,00","0,00"
