"Jaar indiening","Project Besluit VVO Type","Gebouw Functie kort","Handeling","[Project Indiening Datum.autoCalendar.Quarter]","Aantal projecten","Aantal gebouwen","Aantal gebouwen (met gebouwinfo)","Aantal wooneenheden","Aantal (studenten)kamers","Nuttige woonoppervlakte (m²)","Nuttige oppervlakte kamerwoningen (m²)","Bovengronds nuttige oppervlakte (m²)","Bovengronds grond oppervlakte (m²)","Gesloopte oppervlakte (m²)","Gesloopte volume (m³)"
"2024","Gemeente","eengezins- en kamerwoning","Verbouwen of hergebruik","Q1","11","11","11","0","37","0,00","2.975","1.576,78","857,39","0,00","0,00"
"2024","Provincie","kamerwoning","Verbouwen of hergebruik","Q4","9","9","9","0","294","0,00","2.685","5.758,39","2.244,16","0,00","0,00"
"2024","-","kamerwoning","Verbouwen of hergebruik","Q1","6","6","6","0","64","0,00","2.023","2.249,74","572,16","0,00","0,00"
"2024","Provincie","kamerwoning","Verbouwen of hergebruik","Q2","5","5","5","0","48","0,00","1.724","1.871,28","598,51","0,00","0,00"
"2024","Gemeente","eengezins- en kamerwoning","Verbouwen of hergebruik","Q4","13","13","13","0","63","0,00","1.476","2.808,93","1.644,80","0,00","0,00"
"2024","RVVB","kamerwoning","Nieuwbouw","Q1","1","1","1","0","55","0,00","1.474","1.474,35","429,80","0,00","0,00"
"2024","-","kamerwoning","Nieuwbouw","Q1","3","3","3","0","115","0,00","1.198","1.988,02","908,12","0,00","0,00"
"2024","Provincie","eengezins- en kamerwoning","Verbouwen of hergebruik","Q3","1","1","1","0","41","0,00","1.057","2.610,68","1.195,07","0,00","0,00"
"2024","Provincie","kamerwoning","Verbouwen of hergebruik","Q3","2","2","2","0","21","0,00","735","734,80","605,40","0,00","0,00"
"2024","Gemeente","eengezins- en kamerwoning","Verbouwen of hergebruik","Q3","12","12","12","0","31","0,00","732","2.561,98","1.324,85","0,00","0,00"
"2024","-","eengezins- en kamerwoning","Verbouwen of hergebruik","Q4","3","3","3","0","30","0,00","717","1.510,79","602,56","0,00","0,00"
"2024","-","eengezins- en kamerwoning","Verbouwen of hergebruik","Q2","6","6","6","0","37","0,00","586","1.567,34","797,84","0,00","0,00"
"2024","-","kamerwoning","Nieuwbouw","Q2","1","1","1","0","13","0,00","383","354,00","97,74","0,00","0,00"
"2024","RVVB","kamerwoning","Verbouwen of hergebruik","Q3","1","1","1","0","11","0,00","365","365,00","109,00","0,00","0,00"
"2024","Provincie","kamerwoning","Nieuwbouw","Q2","1","1","1","0","12","0,00","343","343,00","414,93","0,00","0,00"
"2024","Provincie","eengezins- en kamerwoning","Nieuwbouw","Q4","1","3","3","0","9","0,00","298","683,28","273,94","0,00","0,00"
"2024","-","eengezins- en kamerwoning","Nieuwbouw","Q3","1","3","3","0","9","0,00","287","668,86","273,94","0,00","0,00"
"2024","RVVB","eengezins- en kamerwoning","Verbouwen of hergebruik","Q3","1","1","1","0","8","0,00","225","490,00","225,00","0,00","0,00"
"2024","-","eengezins- en kamerwoning","Nieuwbouw","Q2","2","2","2","0","4","0,00","112","322,00","225,00","0,00","0,00"
"2024","Gemeente","eengezins- en kamerwoning","Nieuwbouw","Q3","1","1","1","0","4","0,00","99","239,31","72,87","0,00","0,00"
"2024","Gemeente","eengezins- en kamerwoning","Nieuwbouw","Q4","1","1","1","0","2","0,00","56","161,00","113,60","0,00","0,00"
"2024","Provincie","kamerwoning","Nieuwbouw","Q4","1","1","1","0","0","0,00","32","14,00","14,00","0,00","0,00"
"2024","-","eengezins- en kamerwoning","Verbouwen of hergebruik","Q3","2","2","2","0","4","0,00","24","1.780,00","1.780,00","0,00","0,00"
"2024","-","eengezins- en kamerwoning","Verbouwen of hergebruik","Q1","1","1","1","0","1","0,00","11","143,90","112,00","0,00","0,00"
"2024","Gemeente","-","-","Q1","2.620","2.996","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2024","Gemeente","-","Sloop","Q1","1.933","2.986","2.986","0","0","0,00","0","0,00","0,00","1.700.493,93","10.079.279,88"
"2024","-","-","-","Q1","877","1.058","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2024","-","-","Sloop","Q1","417","690","690","0","0","0,00","0","0,00","0,00","1.315.646,27","1.809.211,81"
"2024","Provincie","-","Sloop","Q1","230","432","432","0","0","0,00","0","0,00","0,00","187.723,20","2.311.459,02"
"2024","Provincie","-","-","Q1","87","131","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2024","Vlaamse Overheid","-","Sloop","Q1","11","18","18","0","0","0,00","0","0,00","0,00","13.670,20","95.068,95"
"2024","RVVB","-","Sloop","Q1","9","16","16","0","0","0,00","0","0,00","0,00","2.710,48","14.368,95"
"2024","Gemeente","-","Verbouwen of hergebruik","Q1","9","9","9","0","0","0,00","0","3.144,41","2.267,43","0,00","0,00"
"2024","-","-","Verbouwen of hergebruik","Q1","6","6","6","0","0","0,00","0","2.253,90","3.089,24","0,00","0,00"
"2024","Gemeente","-","Nieuwbouw","Q1","4","4","4","0","0","0,00","0","4.358,62","3.160,00","0,00","0,00"
"2024","RVVB","-","-","Q1","2","3","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2024","Vlaamse Overheid","-","-","Q1","2","2","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2024","Provincie","-","Verbouwen of hergebruik","Q1","1","1","1","0","0","0,00","0","2.731,00","889,67","0,00","0,00"
"2024","-","-","Nieuwbouw","Q1","1","1","1","0","0","0,00","0","752,96","297,24","0,00","0,00"
"2024","Provincie","-","Nieuwbouw","Q1","1","1","1","0","0","0,00","0","293,63","141,26","0,00","0,00"
"2024","Gemeente","-","-","Q2","2.610","3.081","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2024","Gemeente","-","Sloop","Q2","2.256","3.634","3.634","0","0","0,00","0","0,00","0,00","922.868,99","5.085.383,73"
"2024","-","-","-","Q2","823","931","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2024","-","-","Sloop","Q2","475","797","797","0","0","0,00","0","0,00","0,00","301.817,40","1.975.239,77"
"2024","Provincie","-","Sloop","Q2","274","514","514","0","0","0,00","0","0,00","0,00","231.080,18","1.957.916,23"
"2024","Provincie","-","-","Q2","88","176","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2024","Vlaamse Overheid","-","Sloop","Q2","16","29","29","0","0","0,00","0","0,00","0,00","52.826,32","440.714,90"
"2024","Gemeente","-","Verbouwen of hergebruik","Q2","16","16","16","0","0","0,00","0","9.201,70","6.833,97","0,00","0,00"
"2024","RVVB","-","Sloop","Q2","11","21","21","0","0","0,00","0","0,00","0,00","3.778,54","16.441,45"
"2024","Gemeente","-","Nieuwbouw","Q2","3","3","3","0","0","0,00","0","8.415,89","8.065,32","0,00","0,00"
"2024","Vlaamse Overheid","-","-","Q2","2","25","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2024","RVVB","-","-","Q2","2","7","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2024","-","-","Verbouwen of hergebruik","Q2","2","2","2","0","0","0,00","0","1.428,00","1.474,00","0,00","0,00"
"2024","Provincie","-","Verbouwen of hergebruik","Q2","2","2","2","0","0","0,00","0","1.227,84","1.228,62","0,00","0,00"
"2024","-","-","Nieuwbouw","Q2","1","1","1","0","0","0,00","0","5.079,23","4.718,56","0,00","0,00"
"2024","Provincie","-","Nieuwbouw","Q2","1","1","1","0","0","0,00","0","3.746,83","886,70","0,00","0,00"
"2024","Gemeente","-","Sloop","Q3","2.016","3.225","3.225","0","0","0,00","0","0,00","0,00","1.080.986,82","5.715.095,65"
"2024","Gemeente","-","-","Q3","1.864","2.250","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2024","-","-","-","Q3","831","975","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2024","-","-","Sloop","Q3","459","752","752","0","0","0,00","0","0,00","0,00","322.308,01","1.399.897,78"
"2024","Provincie","-","Sloop","Q3","281","518","518","0","0","0,00","0","0,00","0,00","264.806,64","22.393.230,03"
"2024","Provincie","-","-","Q3","76","147","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2024","Vlaamse Overheid","-","Sloop","Q3","12","21","21","0","0","0,00","0","0,00","0,00","15.648,21","120.858,84"
"2024","Gemeente","-","Verbouwen of hergebruik","Q3","10","10","10","0","0","0,00","0","4.316,00","4.122,63","0,00","0,00"
"2024","Gemeente","-","Nieuwbouw","Q3","6","6","6","0","0","0,00","0","6.603,67","5.937,93","0,00","0,00"
"2024","-","-","Nieuwbouw","Q3","4","4","4","0","0","0,00","0","5.735,20","5.519,98","0,00","0,00"
"2024","-","-","Verbouwen of hergebruik","Q3","2","2","2","0","0","0,00","0","622,40","262,00","0,00","0,00"
"2024","Provincie","-","Verbouwen of hergebruik","Q3","1","1","2","0","0","0,00","0","300,00","400,00","0,00","0,00"
"2024","Vlaamse Overheid","-","Nieuwbouw","Q3","1","1","1","0","0","0,00","0","257,00","215,00","0,00","0,00"
"2024","RVVB","-","Sloop","Q3","1","1","1","0","0","0,00","0","0,00","0,00","61,48","139,32"
"2024","RVVB","-","-","Q3","1","1","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2024","Vlaamse Overheid","-","-","Q3","0","0","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2024","Gemeente","-","Sloop","Q4","2.472","3.880","3.880","0","0","0,00","0","0,00","0,00","1.113.613,53","13.688.773,82"
"2024","Gemeente","-","-","Q4","1.701","2.098","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2024","-","-","-","Q4","597","726","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2024","-","-","Sloop","Q4","512","911","911","0","0","0,00","0","0,00","0,00","465.647,11","2.033.583,78"
"2024","Provincie","-","Sloop","Q4","283","539","539","0","0","0,00","0","0,00","0,00","224.695,06","1.223.020,47"
"2024","Provincie","-","-","Q4","63","103","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2024","Vlaamse Overheid","-","Sloop","Q4","12","24","24","0","0","0,00","0","0,00","0,00","10.327,55","36.365,31"
"2024","Gemeente","-","Verbouwen of hergebruik","Q4","12","12","12","0","0","0,00","0","21.197,59","13.059,37","0,00","0,00"
"2024","-","-","Verbouwen of hergebruik","Q4","7","7","7","0","0","0,00","0","4.391,40","2.995,52","0,00","0,00"
"2024","Provincie","-","Verbouwen of hergebruik","Q4","3","3","3","0","0","0,00","0","870,80","759,96","0,00","0,00"
"2024","-","-","Nieuwbouw","Q4","2","2","2","0","0","0,00","0","6.759,00","5.960,00","0,00","0,00"
"2024","Gemeente","-","Nieuwbouw","Q4","2","2","2","0","0","0,00","0","937,68","769,14","0,00","0,00"
"2024","RVVB","-","-","Q4","0","0","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2024","Vlaamse Overheid","-","-","Q4","0","0","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2024","Provincie","meergezins- en kamerwoning","Nieuwbouw","Q1","1","1","1","1","31","38,00","998","997,77","313,50","0,00","0,00"
"2024","-","meergezins- en kamerwoning","Verbouwen of hergebruik","Q3","1","1","1","1","1","78,00","12","83,27","83,27","0,00","0,00"
"2024","Provincie","meergezins- en kamerwoning","Verbouwen of hergebruik","Q3","1","1","1","4","2","102,10","73","168,51","79,49","0,00","0,00"
"2024","RVVB","eengezinswoning","Verbouwen of hergebruik","Q4","1","1","1","1","0","187,60","0","187,60","71,60","0,00","0,00"
"2024","-","meergezins- en kamerwoning","Verbouwen of hergebruik","Q4","5","5","5","5","37","190,00","1.126","1.715,85","833,35","0,00","0,00"
"2024","RVVB","meergezinswoning","Verbouwen of hergebruik","Q2","1","1","1","1","0","230,00","0","551,00","384,00","0,00","0,00"
"2024","RVVB","eengezinswoning","Verbouwen of hergebruik","Q3","1","1","1","1","0","231,45","0","231,45","186,40","0,00","0,00"
"2024","RVVB","eengezinswoning","Nieuwbouw","Q3","1","1","1","1","0","234,00","0","234,00","90,00","0,00","0,00"
"2024","-","meergezins- en kamerwoning","Nieuwbouw","Q3","1","1","1","6","4","354,25","12","558,28","166,00","0,00","0,00"
"2024","-","meergezins- en kamerwoning","Verbouwen of hergebruik","Q1","3","3","3","8","24","364,78","693","1.048,32","390,93","0,00","0,00"
"2024","RVVB","eengezinswoning","Nieuwbouw","Q2","2","2","2","2","0","373,92","0","373,92","386,39","0,00","0,00"
"2024","-","meergezins- en kamerwoning","Nieuwbouw","Q1","2","2","2","11","130","393,29","3.676","4.794,47","922,83","0,00","0,00"
"2024","-","meergezins- en kamerwoning","Verbouwen of hergebruik","Q2","4","4","4","11","98","542,14","2.039","4.282,10","1.046,25","0,00","0,00"
"2024","RVVB","eengezinswoning","Verbouwen of hergebruik","Q2","3","3","3","3","0","549,60","0","596,75","347,69","0,00","0,00"
"2024","Gemeente","meergezins- en kamerwoning","Nieuwbouw","Q2","4","4","4","13","557","598,43","15.919","29.381,60","4.709,40","0,00","0,00"
"2024","Provincie","meergezins- en kamerwoning","Verbouwen of hergebruik","Q1","3","3","3","11","25","625,23","769","1.562,20","590,30","0,00","0,00"
"2024","Provincie","meergezins- en kamerwoning","Verbouwen of hergebruik","Q4","2","2","2","6","54","640,87","1.654","2.067,29","496,41","0,00","0,00"
"2024","Gemeente","meergezins- en kamerwoning","Nieuwbouw","Q3","2","2","2","13","109","749,32","2.399","3.636,04","1.200,79","0,00","0,00"
"2024","Gemeente","meergezins- en kamerwoning","Verbouwen of hergebruik","Q2","11","11","11","25","151","1.040,06","3.496","7.248,63","2.476,11","0,00","0,00"
"2024","Gemeente","meergezins- en kamerwoning","Nieuwbouw","Q4","3","3","3","22","332","1.209,48","5.425","12.431,86","3.846,70","0,00","0,00"
"2024","Gemeente","meergezins- en kamerwoning","Verbouwen of hergebruik","Q1","12","14","14","33","279","1.261,64","4.416","6.464,39","2.292,96","0,00","0,00"
"2024","Gemeente","meergezins- en kamerwoning","Nieuwbouw","Q1","4","4","4","28","272","1.633,73","7.512","10.747,80","3.029,42","0,00","0,00"
"2024","RVVB","eengezinswoning","Verbouwen of hergebruik","Q1","7","8","8","8","0","1.740,08","0","1.669,18","1.337,60","0,00","0,00"
"2024","RVVB","meergezinswoning","Verbouwen of hergebruik","Q1","5","7","7","17","0","1.781,50","0","2.463,76","1.360,85","0,00","0,00"
"2024","RVVB","eengezinswoning","Nieuwbouw","Q1","6","6","6","6","0","1.899,84","0","12.402,16","1.580,21","0,00","0,00"
"2024","RVVB","meergezinswoning","Nieuwbouw","Q1","2","2","2","23","0","1.943,69","0","2.164,82","860,30","0,00","0,00"
"2024","RVVB","meergezinswoning","Nieuwbouw","Q2","1","2","2","26","0","2.044,16","0","2.488,72","1.050,00","0,00","0,00"
"2024","Gemeente","meergezins- en kamerwoning","Verbouwen of hergebruik","Q4","13","13","13","66","124","2.729,52","4.700","7.891,58","3.132,79","0,00","0,00"
"2024","Gemeente","meergezins- en kamerwoning","Verbouwen of hergebruik","Q3","11","11","11","72","146","2.999,76","3.800","596.239,78","3.247,93","0,00","0,00"
"2024","-","meergezins- en kamerwoning","Nieuwbouw","Q4","5","6","6","51","331","3.203,84","9.433","15.499,89","2.775,28","0,00","0,00"
"2024","Vlaamse Overheid","eengezinswoning","Nieuwbouw","Q3","2","37","37","37","0","3.766,89","0","3.867,78","2.280,64","0,00","0,00"
"2024","RVVB","meergezins- en kamerwoning","Verbouwen of hergebruik","Q2","1","1","1","11","60","4.748,65","1.977","3.301,59","1.077,19","0,00","0,00"
"2024","Vlaamse Overheid","meergezinswoning","Nieuwbouw","Q2","1","4","4","72","0","5.272,50","0","6.930,00","2.759,60","0,00","0,00"
"2024","Provincie","meergezins- en kamerwoning","Nieuwbouw","Q3","3","3","3","101","346","8.233,69","8.846","21.010,32","3.653,69","0,00","0,00"
"2024","Vlaamse Overheid","meergezinswoning","Nieuwbouw","Q3","3","10","10","150","0","12.077,53","0","15.793,13","5.209,26","0,00","0,00"
"2024","Provincie","meergezinswoning","Verbouwen of hergebruik","Q4","37","38","38","159","0","15.015,26","0","24.350,50","10.679,38","0,00","0,00"
"2024","Provincie","meergezinswoning","Verbouwen of hergebruik","Q3","38","39","39","296","0","23.269,00","0","31.165,37","10.339,06","0,00","0,00"
"2024","Provincie","meergezinswoning","Verbouwen of hergebruik","Q2","60","64","64","320","0","31.543,36","0","82.211,52","18.804,24","0,00","0,00"
"2024","Provincie","eengezinswoning","Nieuwbouw","Q1","108","217","217","212","0","34.758,72","0","38.757,39","24.766,41","0,00","0,00"
"2024","Provincie","eengezinswoning","Nieuwbouw","Q2","113","189","189","185","0","34.915,08","0","36.363,13","23.005,14","0,00","0,00"
"2024","Provincie","eengezinswoning","Verbouwen of hergebruik","Q3","141","202","202","185","0","38.032,82","0","46.431,59","35.965,10","0,00","0,00"
"2024","Provincie","meergezinswoning","Verbouwen of hergebruik","Q1","49","53","53","436","0","39.478,40","0","55.246,65","18.297,71","0,00","0,00"
"2024","Provincie","eengezinswoning","Verbouwen of hergebruik","Q1","137","215","215","208","0","47.462,59","0","49.413,67","41.712,19","0,00","0,00"
"2024","Provincie","eengezinswoning","Verbouwen of hergebruik","Q4","156","233","233","214","0","49.531,47","0","70.140,93","47.255,37","0,00","0,00"
"2024","Provincie","eengezinswoning","Verbouwen of hergebruik","Q2","155","216","216","197","0","50.746,26","0","76.558,99","82.127,76","0,00","0,00"
"2024","Provincie","eengezinswoning","Nieuwbouw","Q3","129","327","327","324","0","51.310,03","0","52.216,63","33.519,28","0,00","0,00"
"2024","Provincie","meergezinswoning","Nieuwbouw","Q4","66","90","90","845","0","77.596,53","0","98.519,76","36.329,73","0,00","0,00"
"2024","Provincie","eengezinswoning","Nieuwbouw","Q4","130","258","258","256","0","86.494,16","0","43.661,33","29.226,52","0,00","0,00"
"2024","Provincie","meergezinswoning","Nieuwbouw","Q2","73","101","101","985","0","95.200,66","0","111.146,39","49.368,85","0,00","0,00"
"2024","-","meergezinswoning","Verbouwen of hergebruik","Q2","210","218","218","846","0","95.865,62","0","140.535,32","60.780,75","0,00","0,00"
"2024","-","meergezinswoning","Verbouwen of hergebruik","Q1","205","216","216","749","0","109.021,46","0","180.869,56","49.042,06","0,00","0,00"
"2024","-","meergezinswoning","Verbouwen of hergebruik","Q3","213","221","221","1.307","0","125.917,23","0","149.056,84","82.534,15","0,00","0,00"
"2024","-","meergezinswoning","Verbouwen of hergebruik","Q4","248","257","257","1.164","0","127.122,60","0","176.770,84","75.413,36","0,00","0,00"
"2024","Provincie","meergezinswoning","Nieuwbouw","Q3","79","111","111","1.043","0","132.484,44","0","178.054,90","46.760,09","0,00","0,00"
"2024","-","eengezinswoning","Nieuwbouw","Q3","290","606","606","600","0","136.860,52","0","127.691,35","95.693,48","0,00","0,00"
"2024","-","eengezinswoning","Nieuwbouw","Q4","356","747","747","738","0","139.121,08","0","129.560,75","84.832,80","0,00","0,00"
"2024","-","eengezinswoning","Nieuwbouw","Q2","297","567","567","559","0","144.233,15","0","113.056,76","62.422,07","0,00","0,00"
"2024","-","eengezinswoning","Verbouwen of hergebruik","Q4","698","760","760","687","0","150.563,87","0","173.546,00","120.710,66","0,00","0,00"
"2024","Provincie","meergezinswoning","Nieuwbouw","Q1","81","117","117","1.331","0","155.016,50","0","228.345,60","91.242,48","0,00","0,00"
"2024","-","eengezinswoning","Nieuwbouw","Q1","262","440","440","435","0","162.438,16","0","195.255,42","102.687,61","0,00","0,00"
"2024","-","eengezinswoning","Verbouwen of hergebruik","Q2","707","842","842","786","0","188.322,34","0","189.022,22","130.685,73","0,00","0,00"
"2024","-","eengezinswoning","Verbouwen of hergebruik","Q1","670","728","728","684","0","189.483,62","0","152.947,04","111.563,27","0,00","0,00"
"2024","-","meergezinswoning","Nieuwbouw","Q2","127","169","169","1.813","0","190.103,27","0","221.541,68","65.335,50","0,00","0,00"
"2024","-","meergezinswoning","Nieuwbouw","Q3","126","174","174","2.012","0","218.912,17","0","248.952,70","117.915,65","0,00","0,00"
"2024","-","meergezinswoning","Nieuwbouw","Q4","119","188","188","1.820","0","254.158,30","0","496.729,01","73.162,57","0,00","0,00"
"2024","-","eengezinswoning","Verbouwen of hergebruik","Q3","707","747","747","687","0","262.503,58","0","306.212,45","245.714,66","0,00","0,00"
"2024","-","meergezinswoning","Nieuwbouw","Q1","117","178","178","2.117","0","264.036,00","0","236.954,23","75.609,68","0,00","0,00"
"2024","Gemeente","meergezinswoning","Verbouwen of hergebruik","Q2","570","606","606","2.776","0","300.365,85","0","464.685,20","175.899,88","0,00","0,00"
"2024","Gemeente","meergezinswoning","Verbouwen of hergebruik","Q4","568","593","593","2.951","0","333.530,51","0","475.524,14","206.108,32","0,00","0,00"
"2024","Gemeente","meergezinswoning","Verbouwen of hergebruik","Q1","500","512","512","2.845","0","354.341,03","0","391.192,65","136.252,23","0,00","0,00"
"2024","Gemeente","meergezinswoning","Verbouwen of hergebruik","Q3","459","479","479","2.910","0","384.250,73","0","386.208,23","218.260,46","0,00","0,00"
"2024","Gemeente","meergezinswoning","Nieuwbouw","Q2","359","427","427","3.579","0","500.183,68","0","456.442,39","223.146,71","0,00","0,00"
"2024","Gemeente","meergezinswoning","Nieuwbouw","Q3","327","418","418","4.162","0","536.395,73","0","541.550,61","262.738,34","0,00","0,00"
"2024","Gemeente","meergezinswoning","Nieuwbouw","Q4","417","548","548","5.871","0","566.071,42","0","1.431.380,02","230.952,04","0,00","0,00"
"2024","Gemeente","eengezinswoning","Nieuwbouw","Q1","1.782","2.747","2.747","2.710","0","626.611,74","0","610.347,54","345.984,74","0,00","0,00"
"2024","Gemeente","eengezinswoning","Nieuwbouw","Q3","1.822","2.785","2.785","2.758","0","670.464,99","0","712.441,95","434.369,99","0,00","0,00"
"2024","Gemeente","eengezinswoning","Nieuwbouw","Q2","1.925","2.814","2.814","2.763","0","701.522,95","0","653.781,30","398.577,65","0,00","0,00"
"2024","Gemeente","eengezinswoning","Nieuwbouw","Q4","2.410","3.864","3.864","3.822","0","872.448,72","0","744.415,22","523.210,21","0,00","0,00"
"2024","Gemeente","eengezinswoning","Verbouwen of hergebruik","Q3","3.392","3.689","3.689","3.507","0","947.382,30","0","864.017,23","529.351,47","0,00","0,00"
"2024","Gemeente","meergezinswoning","Nieuwbouw","Q1","260","342","342","3.338","0","965.485,40","0","359.078,95","150.695,22","0,00","0,00"
"2024","Gemeente","eengezinswoning","Verbouwen of hergebruik","Q1","3.878","4.106","4.107","3.908","0","966.314,19","0","1.047.163,02","594.215,85","0,00","0,00"
"2024","Gemeente","eengezinswoning","Verbouwen of hergebruik","Q4","4.114","4.368","4.368","4.160","0","1.112.114,05","0","1.023.610,53","822.524,57","0,00","0,00"
"2024","Gemeente","eengezinswoning","Verbouwen of hergebruik","Q2","4.089","4.388","4.388","4.195","0","1.154.510,60","0","1.656.948,36","634.452,75","0,00","0,00"
"2025","Gemeente","kamerwoning","Verbouwen of hergebruik","Q3","42","43","44","0","1.106","0,00","130.326","27.397,03","10.724,27","0,00","0,00"
"2025","-","kamerwoning","Verbouwen of hergebruik","Q4","55","55","55","0","1.409","0,00","24.793","43.656,17","18.643,39","0,00","0,00"
"2025","Gemeente","kamerwoning","Nieuwbouw","Q3","13","14","14","0","751","0,00","22.383","22.476,89","7.010,71","0,00","0,00"
"2025","Gemeente","kamerwoning","Verbouwen of hergebruik","Q2","47","47","47","0","640","0,00","17.454","21.115,14","8.115,31","0,00","0,00"
"2025","-","kamerwoning","Nieuwbouw","Q4","15","26","26","0","469","0,00","16.814","13.648,19","6.102,20","0,00","0,00"
"2025","-","kamerwoning","Verbouwen of hergebruik","Q3","18","22","22","0","435","0,00","13.462","16.227,09","6.637,44","0,00","0,00"
"2025","Gemeente","kamerwoning","Verbouwen of hergebruik","Q1","41","42","42","0","552","0,00","12.485","13.846,32","5.955,91","0,00","0,00"
"2025","-","eengezins- en kamerwoning","Nieuwbouw","Q4","5","8","8","0","377","0,00","10.745","11.945,65","2.601,30","0,00","0,00"
"2025","Gemeente","kamerwoning","Nieuwbouw","Q2","7","7","7","0","415","0,00","10.191","12.761,62","4.115,66","0,00","0,00"
"2025","Gemeente","kamerwoning","Verbouwen of hergebruik","Q4","13","13","13","0","423","0,00","8.456","10.788,38","7.798,67","0,00","0,00"
"2025","Gemeente","kamerwoning","Nieuwbouw","Q1","8","8","8","0","292","0,00","7.765","8.988,05","2.924,78","0,00","0,00"
"2025","-","kamerwoning","Verbouwen of hergebruik","Q2","20","20","20","0","745","0,00","7.753","10.792,84","4.526,15","0,00","0,00"
"2025","-","kamerwoning","Nieuwbouw","Q1","1","1","1","0","296","0,00","7.452","20.827,10","3.604,00","0,00","0,00"
"2025","-","kamerwoning","Nieuwbouw","Q2","4","5","5","0","176","0,00","4.510","5.208,32","1.466,81","0,00","0,00"
"2025","-","kamerwoning","Nieuwbouw","Q3","6","6","6","0","405","0,00","3.929","3.862,35","1.680,57","0,00","0,00"
"2025","Gemeente","eengezins- en kamerwoning","Nieuwbouw","Q2","2","2","2","0","142","0,00","3.420","4.933,48","1.145,62","0,00","0,00"
"2025","Provincie","kamerwoning","Verbouwen of hergebruik","Q2","2","2","2","0","4","0,00","2.814","1.372,64","2.206,11","0,00","0,00"
"2025","-","kamerwoning","Verbouwen of hergebruik","Q1","7","7","7","0","96","0,00","2.461","2.582,17","1.143,70","0,00","0,00"
"2025","Gemeente","eengezins- en kamerwoning","Verbouwen of hergebruik","Q2","13","13","13","0","48","0,00","1.537","4.051,12","2.038,12","0,00","0,00"
"2025","Provincie","kamerwoning","Verbouwen of hergebruik","Q1","3","4","4","0","98","0,00","1.418","1.534,08","1.078,55","0,00","0,00"
"2025","Gemeente","eengezins- en kamerwoning","Verbouwen of hergebruik","Q3","16","16","16","0","54","0,00","1.267","3.785,32","1.868,99","0,00","0,00"
"2025","-","eengezins- en kamerwoning","Verbouwen of hergebruik","Q4","8","8","8","0","34","0,00","1.125","3.029,65","1.175,94","0,00","0,00"
"2025","-","eengezins- en kamerwoning","Verbouwen of hergebruik","Q2","4","4","4","0","7","0,00","1.090","1.470,02","573,99","0,00","0,00"
"2025","Gemeente","eengezins- en kamerwoning","Verbouwen of hergebruik","Q1","13","13","13","0","42","0,00","1.024","3.208,43","1.521,13","0,00","0,00"
"2025","Gemeente","eengezins- en kamerwoning","Verbouwen of hergebruik","Q4","4","4","4","0","15","0,00","434","902,14","423,16","0,00","0,00"
"2025","Provincie","kamerwoning","Verbouwen of hergebruik","Q3","2","2","2","0","16","0,00","354","1.113,85","1.013,74","0,00","0,00"
"2025","-","eengezins- en kamerwoning","Verbouwen of hergebruik","Q1","4","4","4","0","8","0,00","283","1.804,70","586,30","0,00","0,00"
"2025","-","eengezins- en kamerwoning","Verbouwen of hergebruik","Q3","2","2","2","0","14","0,00","260","745,82","395,97","0,00","0,00"
"2025","RVVB","kamerwoning","Verbouwen of hergebruik","Q2","1","1","1","0","7","0,00","166","166,28","121,80","0,00","0,00"
"2025","-","eengezins- en kamerwoning","Nieuwbouw","Q2","1","1","1","0","4","0,00","138","422,08","151,18","0,00","0,00"
"2025","Gemeente","eengezins- en kamerwoning","Nieuwbouw","Q3","1","2","2","0","5","0,00","137","275,76","117,66","0,00","0,00"
"2025","Gemeente","eengezins- en kamerwoning","Nieuwbouw","Q1","1","1","1","0","0","0,00","41","249,25","94,80","0,00","0,00"
"2025","Gemeente","-","Sloop","Q1","1.928","3.022","3.022","0","0","0,00","0","0,00","0,00","678.475,43","3.630.994,36"
"2025","Gemeente","-","-","Q1","1.848","2.285","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2025","-","-","-","Q1","539","657","0","0","0","0,00","0","0,00","0,00","0,00","0,00"
"2025","-","-","Sloop","Q1","373","593","593","0","0","0,00","0","0,00","0,00","225.128,81","1.363.109,89"
