Jaar indiening;Gebouw Functie kort;Handeling;Project Aanvrager Type;Aantal projecten;Aantal gebouwen;Aantal gebouwen (met gebouwinfo);Aantal wooneenheden;Aantal (studenten)kamers;Nuttige woonoppervlakte (m²);Nuttige oppervlakte kamerwoningen (m²);Bovengronds nuttige oppervlakte (m²);Bovengronds grond oppervlakte (m²);Gesloopte oppervlakte (m²);Gesloopte volume (m³);[Project Huidige Toestand Eenvoudig]
2025;meergezinswoning;Nieuwbouw;Rechtspersoon;465;607;607;6.760;0;673.627,07;0;1.017.361,25;262.302,56;0,00;0,00;Vergunning
2025;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;1;1;1;0;0;0,00;0;88,30;208,70;0,00;0,00;Aktename
2025;meergezinswoning;Verbouwen of hergebruik;Overheid;1;1;1;3;0;86,79;0;276,55;159,54;0,00;0,00;Vergunning
2025;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;1;1;1;2;0;143,69;0;238,31;100,38;0,00;0,00;Geen beslissing genomen
2025;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Overheid;2;2;2;4;0;406,00;0;1.022,00;542,00;0,00;0,00;Vergunning
2025;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;17;17;17;33;0;3.269,09;0;4.705,23;2.119,53;0,00;0,00;Niet rechtsgeldig
2025;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;18;18;18;38;0;3.527,22;0;4.722,82;4.697,05;0,00;0,00;Aktename
2025;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;8;8;8;42;0;3.667,64;0;5.083,41;2.245,89;0,00;0,00;In behandeling (na beroep)
2025;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;7;7;7;40;0;4.338,25;0;4.926,37;2.023,21;0,00;0,00;Niet rechtsgeldig
2025;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;25;26;26;67;0;6.947,64;0;15.325,47;6.825,33;0,00;0,00;Weigering
2025;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;15;21;21;120;0;10.547,29;0;13.010,16;6.200,95;0,00;0,00;Aktename
2025;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;35;36;36;111;0;12.066,79;0;17.747,02;8.878,37;0,00;0,00;In behandeling (na beroep)
2025;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;26;29;29;145;0;13.847,72;0;21.524,77;11.210,91;0,00;0,00;In behandeling (na beroep)
2025;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;25;32;32;353;0;28.398,88;0;44.198,13;13.557,29;0,00;0,00;In behandeling (in eerste aanleg)
2025;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;86;88;88;326;0;33.668,07;0;49.125,19;25.354,80;0,00;0,00;Weigering
2025;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;46;47;47;512;0;40.494,75;0;72.134,64;21.568,07;0,00;0,00;Stopgezet
2025;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;206;213;213;591;0;54.583,33;0;71.267,61;35.912,29;0,00;0,00;Weigering
2025;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;182;183;183;563;0;56.477,36;0;86.019,04;40.682,24;0,00;0,00;In behandeling (in eerste aanleg)
2025;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;103;108;108;1.278;0;114.473,43;0;158.633,92;45.385,04;0,00;0,00;Vergunning
2025;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;463;471;471;1.378;0;137.447,65;0;187.263,73;98.308,46;0,00;0,00;Stopgezet
2025;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;213;230;230;1.657;0;155.746,58;0;234.864,23;99.110,57;0,00;0,00;Stopgezet
2025;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;168;202;202;1.974;0;165.255,16;0;242.885,95;79.731,91;0,00;0,00;In behandeling (in eerste aanleg)
2025;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;810;841;842;2.433;0;332.432,30;0;485.220,46;182.270,67;0,00;0,00;Vergunning
2025;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;585;634;634;4.834;0;472.749,52;0;736.823,59;275.307,56;0,00;0,00;Vergunning
2026;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;3;4;4;14;0;1.171,19;0;1.194,32;625,41;0,00;0,00;Stopgezet
2026;meergezinswoning;Nieuwbouw;Natuurlijk persoon;6;6;6;25;0;2.508,54;0;2.836,90;1.605,60;0,00;0,00;Stopgezet
2026;meergezinswoning;Nieuwbouw;Rechtspersoon;3;4;4;32;0;3.872,68;0;3.123,38;1.569,99;0,00;0,00;Stopgezet
2026;meergezinswoning;Nieuwbouw;Natuurlijk persoon-Rechtspersoon;13;18;18;191;0;17.671,12;0;20.979,80;8.051,39;0,00;0,00;In behandeling (in eerste aanleg)
2026;meergezinswoning;Nieuwbouw;Natuurlijk persoon;41;56;56;219;0;22.095,50;0;24.260,62;26.953,55;0,00;0,00;In behandeling (in eerste aanleg)
2026;meergezinswoning;Nieuwbouw;Rechtspersoon;87;127;127;1.517;0;123.201,20;0;147.885,95;56.839,65;0,00;0,00;In behandeling (in eerste aanleg)
2026;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;1;1;1;0;0;0,00;0;0,00;0,00;0,00;0,00;Vergunning
2026;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;1;1;1;16;0;160,00;0;100,00;100,00;0,00;0,00;Niet rechtsgeldig
2026;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;2;2;2;3;0;235,00;0;369,30;217,40;0,00;0,00;Aktename
2026;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;3;3;3;2;0;324,00;0;434,00;254,00;0,00;0,00;Vergunning
2026;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;2;2;2;6;0;723,29;0;754,19;355,87;0,00;0,00;Stopgezet
2026;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;23;23;23;65;0;5.536,25;0;7.776,83;4.322,80;0,00;0,00;Stopgezet
2026;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;9;9;9;70;0;6.103,34;0;8.710,81;3.156,37;0,00;0,00;Stopgezet
2026;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;16;19;19;118;0;10.480,66;0;13.786,78;4.771,10;0,00;0,00;In behandeling (in eerste aanleg)
2026;meergezinswoning;Verbouwen of hergebruik;Natuurlijk persoon;127;130;130;318;0;36.626,74;0;51.551,61;26.074,62;0,00;0,00;In behandeling (in eerste aanleg)
2026;meergezinswoning;Verbouwen of hergebruik;Rechtspersoon;89;95;95;937;0;81.385,11;0;107.985,69;35.977,21;0,00;0,00;In behandeling (in eerste aanleg)
2018;-;Sloop;Natuurlijk persoon;4.028;5.689;5.689;0;0;0,00;0;0,00;0,00;1.963.002,87;14.111.901,85;Vergunning
2018;-;Sloop;Rechtspersoon;1.791;3.262;3.262;0;0;0,00;0;0,00;0,00;2.715.365,64;15.500.718,80;Vergunning
2018;-;Sloop;Natuurlijk persoon;865;1.325;1.325;0;0;0,00;0;0,00;0,00;558.391,29;4.665.411,11;Stopgezet
2018;-;Sloop;Rechtspersoon;609;1.142;1.142;0;0;0,00;0;0,00;0,00;820.796,82;5.228.299,07;Stopgezet
2018;-;Sloop;Rechtspersoon;299;565;565;0;0;0,00;0;0,00;0,00;221.552,11;1.006.545,38;Weigering
2018;-;Sloop;Natuurlijk persoon;283;441;441;0;0;0,00;0;0,00;0,00;240.368,20;613.629,13;Weigering
2018;-;Sloop;Natuurlijk persoon-Rechtspersoon;90;134;134;0;0;0,00;0;0,00;0,00;44.090,69;333.406,21;Vergunning
2018;-;Sloop;Overheid;79;131;131;0;0;0,00;0;0,00;0,00;90.992,72;643.866,41;Vergunning
2018;-;Sloop;Natuurlijk persoon;48;62;62;0;0;0,00;0;0,00;0,00;15.085,38;384.516,57;Niet rechtsgeldig
2018;-;Sloop;Natuurlijk persoon;45;51;51;0;0;0,00;0;0,00;0,00;7.995,23;21.022,10;Aktename
2018;-;Sloop;-;41;71;71;0;0;0,00;0;0,00;0,00;71.109,98;469.657,26;Stopgezet
2018;-;Sloop;Natuurlijk persoon-Rechtspersoon;36;73;73;0;0;0,00;0;0,00;0,00;51.660,09;251.389,15;Stopgezet
2018;-;Sloop;-;35;55;55;0;0;0,00;0;0,00;0,00;36.586,44;167.575,76;Vergunning
2018;-;Sloop;Natuurlijk persoon-Rechtspersoon;23;39;39;0;0;0,00;0;0,00;0,00;14.334,17;111.040,55;Weigering
2018;-;Sloop;Overheid;15;19;19;0;0;0,00;0;0,00;0,00;14.662,87;80.306,27;Stopgezet
2018;-;Sloop;Natuurlijk persoon;11;16;16;0;0;0,00;0;0,00;0,00;2.971,83;12.215,78;Geen beslissing genomen
2018;-;Sloop;Natuurlijk persoon-Overheid;10;16;16;0;0;0,00;0;0,00;0,00;2.119,95;8.696,97;Vergunning
2018;-;Sloop;Rechtspersoon;7;8;8;0;0;0,00;0;0,00;0,00;124,10;369,64;Aktename
2018;-;Sloop;Rechtspersoon;5;8;8;0;0;0,00;0;0,00;0,00;1.488,06;6.374,12;Niet rechtsgeldig
2018;-;Sloop;Rechtspersoon;5;7;7;0;0;0,00;0;0,00;0,00;6.395,25;19.344,17;Geen beslissing genomen
2018;-;Sloop;Natuurlijk persoon-Overheid;5;7;7;0;0;0,00;0;0,00;0,00;493,50;1.466,00;Stopgezet
2018;-;Sloop;-;4;5;5;0;0;0,00;0;0,00;0,00;314,20;623,60;Aktename
2018;-;Sloop;Natuurlijk persoon;3;6;6;0;0;0,00;0;0,00;0,00;398,08;48.462,29;In behandeling (in eerste aanleg)
2018;-;Sloop;Overheid;2;5;5;0;0;0,00;0;0,00;0,00;4.234,56;17.977,62;Weigering
2018;-;Sloop;-;2;4;4;0;0;0,00;0;0,00;0,00;147,20;517,54;Weigering
2018;-;Sloop;Overheid-Rechtspersoon;2;3;3;0;0;0,00;0;0,00;0,00;2.576,38;10.747,83;Vergunning
2018;-;Sloop;Rechtspersoon;1;11;11;0;0;0,00;0;0,00;0,00;2.570,00;8.041,00;In behandeling (in eerste aanleg)
2018;-;Sloop;Overheid;1;3;3;0;0;0,00;0;0,00;0,00;363,58;1.391,87;Geen beslissing genomen
2018;-;Sloop;Overheid-Rechtspersoon;1;2;2;0;0;0,00;0;0,00;0,00;1.138,46;6.522,88;Stopgezet
2018;-;Sloop;Natuurlijk persoon-Rechtspersoon;1;1;1;0;0;0,00;0;0,00;0,00;15.960,00;3.990,00;Aktename
2018;-;Sloop;Rechtspersoon;1;1;1;0;0;0,00;0;0,00;0,00;9.830,00;95.069,00;In behandeling (na beroep)
2018;-;Sloop;Natuurlijk persoon-Overheid;1;1;1;0;0;0,00;0;0,00;0,00;59,00;207,00;Weigering
2018;-;Sloop;-;1;1;1;0;0;0,00;0;0,00;0,00;53,94;169,91;Niet rechtsgeldig
2018;-;Sloop;Natuurlijk persoon-Overheid;1;1;1;0;0;0,00;0;0,00;0,00;32,23;74,73;Geen beslissing genomen
2018;-;Sloop;Natuurlijk persoon-Rechtspersoon;1;1;1;0;0;0,00;0;0,00;0,00;16,93;46,56;Niet rechtsgeldig
2018;-;Verbouwen of hergebruik;Natuurlijk persoon;145;149;149;0;0;0,00;0;38.251,35;37.211,74;0,00;0,00;Vergunning
2018;-;Verbouwen of hergebruik;Natuurlijk persoon;29;29;29;0;0;0,00;0;261.534,69;3.946,80;0,00;0,00;Stopgezet
2018;-;Verbouwen of hergebruik;Natuurlijk persoon;9;9;9;0;0;0,00;0;2.198,83;1.658,86;0,00;0,00;Aktename
2018;-;Verbouwen of hergebruik;Rechtspersoon;8;8;8;0;0;0,00;0;3.103,41;1.746,07;0,00;0,00;Vergunning
2018;-;Verbouwen of hergebruik;Natuurlijk persoon;7;7;7;0;0;0,00;0;1.777,53;1.098,48;0,00;0,00;Weigering
2018;-;Verbouwen of hergebruik;Rechtspersoon;3;3;3;0;0;0,00;0;2.445,54;1.002,00;0,00;0,00;Stopgezet
2018;-;Verbouwen of hergebruik;Natuurlijk persoon;3;3;3;0;0;0,00;0;495,54;235,14;0,00;0,00;Niet rechtsgeldig
2018;-;Verbouwen of hergebruik;-;2;2;2;0;0;0,00;0;454,00;280,00;0,00;0,00;Stopgezet
2018;-;Verbouwen of hergebruik;-;2;2;2;0;0;0,00;0;353,00;167,00;0,00;0,00;Vergunning
2018;-;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;1;1;1;0;0;0,00;0;202,14;158,75;0,00;0,00;Stopgezet
2018;-;Verbouwen of hergebruik;Natuurlijk persoon-Rechtspersoon;1;1;1;0;0;0,00;0;202,14;158,75;0,00;0,00;Vergunning
2018;-;Verbouwen of hergebruik;-;1;1;1;0;0;0,00;0;190,00;140,00;0,00;0,00;Aktename
2018;-;Verbouwen of hergebruik;Rechtspersoon;1;1;1;0;0;0,00;0;180,65;131,15;0,00;0,00;Aktename
2018;-;Verbouwen of hergebruik;Natuurlijk persoon;1;1;1;0;0;0,00;0;160,00;165,00;0,00;0,00;Geen beslissing genomen
2019;-;Sloop;Natuurlijk persoon;5.675;8.062;8.062;0;0;0,00;0;0,00;0,00;1.562.558,76;11.425.199,97;Vergunning
2019;-;Sloop;Rechtspersoon;1.908;3.463;3.463;0;0;0,00;0;0,00;0,00;1.663.235,94;14.244.444,34;Vergunning
2019;-;Sloop;Natuurlijk persoon;1.119;1.700;1.700;0;0;0,00;0;0,00;0,00;534.347,91;5.708.201,03;Stopgezet
2019;-;Sloop;Rechtspersoon;748;1.380;1.380;0;0;0,00;0;0,00;0,00;649.409,84;4.204.293,49;Stopgezet
2019;-;Sloop;Natuurlijk persoon-Rechtspersoon;596;1.053;1.053;0;0;0,00;0;0,00;0,00;3.479.527,98;3.106.083,98;Vergunning
2019;-;Sloop;Natuurlijk persoon;400;579;579;0;0;0,00;0;0,00;0,00;80.981,22;446.213,70;Weigering
2019;-;Sloop;Rechtspersoon;323;587;587;0;0;0,00;0;0,00;0,00;200.052,38;1.329.863,32;Weigering
2019;-;Sloop;Natuurlijk persoon-Rechtspersoon;255;490;490;0;0;0,00;0;0,00;0,00;225.528,64;2.324.521,63;Stopgezet
2019;-;Sloop;Natuurlijk persoon-Rechtspersoon;108;177;177;0;0;0,00;0;0,00;0,00;55.411,51;422.933,43;Weigering
2019;-;Sloop;Overheid;63;90;90;0;0;0,00;0;0,00;0,00;57.044,31;270.940,88;Vergunning
2019;-;Sloop;Natuurlijk persoon;28;32;32;0;0;0,00;0;0,00;0,00;10.060,17;35.918,83;Niet rechtsgeldig
2019;-;Sloop;Natuurlijk persoon;25;30;30;0;0;0,00;0;0,00;0,00;840,08;2.576,16;Aktename
2019;-;Sloop;Rechtspersoon;21;45;45;0;0;0,00;0;0,00;0,00;12.494,45;54.768,87;In behandeling (na beroep)
2019;-;Sloop;Natuurlijk persoon-Overheid;21;30;30;0;0;0,00;0;0,00;0,00;7.727,74;58.970,64;Vergunning
2019;-;Sloop;Natuurlijk persoon;17;48;48;0;0;0,00;0;0,00;0,00;22.230,97;138.945,50;In behandeling (na beroep)
2019;-;Sloop;Overheid;10;16;16;0;0;0,00;0;0,00;0,00;6.306,65;27.874,14;Stopgezet
2019;-;Sloop;Natuurlijk persoon-Rechtspersoon;7;15;15;0;0;0,00;0;0,00;0,00;4.206,09;43.263,44;In behandeling (na beroep)
2019;-;Sloop;Rechtspersoon;6;7;7;0;0;0,00;0;0,00;0,00;2.180,51;13.697,83;Geen beslissing genomen
2019;-;Sloop;Rechtspersoon;5;17;17;0;0;0,00;0;0,00;0,00;5.422,97;22.456,13;Niet rechtsgeldig
2019;-;Sloop;Natuurlijk persoon;5;10;10;0;0;0,00;0;0,00;0,00;127.950,79;3.309,16;Geen beslissing genomen
2019;-;Sloop;Rechtspersoon;3;3;3;0;0;0,00;0;0,00;0,00;49,46;121,78;Aktename
2019;-;Sloop;Overheid;2;4;4;0;0;0,00;0;0,00;0,00;1.243,00;5.163,00;Weigering
2019;-;Sloop;Natuurlijk persoon-Overheid-Rechtspersoon;2;4;4;0;0;0,00;0;0,00;0,00;619,56;5.582,41;Vergunning
2019;-;Sloop;Natuurlijk persoon-Rechtspersoon;1;5;5;0;0;0,00;0;0,00;0,00;367,74;1.716,42;Geen beslissing genomen
2019;-;Sloop;Natuurlijk persoon-Overheid-Rechtspersoon;1;3;3;0;0;0,00;0;0,00;0,00;37,56;79,41;Stopgezet
2019;-;Sloop;Natuurlijk persoon-Overheid;1;2;2;0;0;0,00;0;0,00;0,00;400,00;2.024,00;Stopgezet
2019;-;Sloop;Overheid-Rechtspersoon;1;1;1;0;0;0,00;0;0,00;0,00;12.610,00;37.765,00;Weigering
2019;-;Sloop;Overheid-Rechtspersoon;1;1;1;0;0;0,00;0;0,00;0,00;875,41;3.894,96;Vergunning
2019;-;Sloop;Overheid;1;1;1;0;0;0,00;0;0,00;0,00;441,75;5.357,98;Geen beslissing genomen
2019;-;Sloop;Natuurlijk persoon;1;1;1;0;0;0,00;0;0,00;0,00;18,30;42,09;In behandeling (in eerste aanleg)
2019;-;Verbouwen of hergebruik;Natuurlijk persoon;6;6;6;0;0;0,00;0;1.854,02;779,93;0,00;0,00;Vergunning
2019;-;Verbouwen of hergebruik;Natuurlijk persoon;2;2;2;0;0;0,00;0;614,00;190,00;0,00;0,00;Stopgezet
2020;-;Sloop;Natuurlijk persoon;5.903;8.246;8.246;0;0;0,00;0;0,00;0,00;1.826.435,62;20.671.375,59;Vergunning
2020;-;Sloop;Rechtspersoon;2.140;3.959;3.959;0;0;0,00;0;0,00;0,00;1.895.950,83;13.508.641,73;Vergunning
2020;-;Sloop;Natuurlijk persoon;1.213;1.807;1.807;0;0;0,00;0;0,00;0,00;444.696,35;2.000.436,47;Stopgezet
2020;-;Sloop;Natuurlijk persoon-Rechtspersoon;876;1.710;1.710;0;0;0,00;0;0,00;0,00;893.645,69;5.673.473,91;Vergunning
2020;-;Sloop;Rechtspersoon;733;1.401;1.401;0;0;0,00;0;0,00;0,00;862.607,04;4.929.421,15;Stopgezet
2020;-;Sloop;Natuurlijk persoon;451;699;699;0;0;0,00;0;0,00;0,00;117.437,46;1.069.035,90;Weigering
2020;-;Sloop;Rechtspersoon;355;681;681;0;0;0,00;0;0,00;0,00;326.611,37;1.946.397,39;Weigering
2020;-;Sloop;Natuurlijk persoon-Rechtspersoon;292;588;588;0;0;0,00;0;0,00;0,00;336.009,68;1.324.272,80;Stopgezet
2020;-;Sloop;Natuurlijk persoon-Rechtspersoon;131;262;262;0;0;0,00;0;0,00;0,00;62.172,40;2.010.397,80;Weigering
2020;-;Sloop;Overheid;79;129;129;0;0;0,00;0;0,00;0,00;38.333,77;235.950,14;Vergunning
2020;-;Sloop;Natuurlijk persoon;60;74;74;0;0;0,00;0;0,00;0,00;5.220,24;16.344,00;Niet rechtsgeldig
2020;-;Sloop;Natuurlijk persoon-Overheid;45;66;66;0;0;0,00;0;0,00;0,00;32.431,10;136.654,88;Vergunning
2020;-;Sloop;Natuurlijk persoon;44;55;55;0;0;0,00;0;0,00;0,00;1.419,20;3.664,09;Aktename
2020;-;Sloop;Rechtspersoon;28;63;63;0;0;0,00;0;0,00;0,00;48.914,55;97.536,37;In behandeling (na beroep)
2020;-;Sloop;Natuurlijk persoon;17;41;41;0;0;0,00;0;0,00;0,00;8.482,93;50.203,82;In behandeling (na beroep)
2020;-;Sloop;Natuurlijk persoon-Rechtspersoon;9;15;15;0;0;0,00;0;0,00;0,00;17.596,93;78.761,69;In behandeling (na beroep)
2020;-;Sloop;Overheid;9;12;12;0;0;0,00;0;0,00;0,00;3.391,60;19.861,69;Stopgezet
2020;-;Sloop;Natuurlijk persoon-Overheid;8;9;9;0;0;0,00;0;0,00;0,00;6.852,75;28.187,63;Stopgezet
2020;-;Sloop;Rechtspersoon;6;12;12;0;0;0,00;0;0,00;0,00;4.460,49;20.336,63;Geen beslissing genomen
2020;-;Sloop;Natuurlijk persoon;6;8;8;0;0;0,00;0;0,00;0,00;998,88;4.703,93;Geen beslissing genomen
2020;-;Sloop;Rechtspersoon;5;6;6;0;0;0,00;0;0,00;0,00;270,68;875,06;Aktename
2020;-;Sloop;Rechtspersoon;4;5;5;0;0;0,00;0;0,00;0,00;186,17;292,11;Niet rechtsgeldig
2020;-;Sloop;Natuurlijk persoon-Rechtspersoon;3;6;6;0;0;0,00;0;0,00;0,00;1.867,68;12.156,53;Geen beslissing genomen
2020;-;Sloop;Natuurlijk persoon-Rechtspersoon;2;4;4;0;0;0,00;0;0,00;0,00;102,65;288,40;Niet rechtsgeldig
2020;-;Sloop;Natuurlijk persoon-Overheid-Rechtspersoon;2;3;3;0;0;0,00;0;0,00;0,00;1.149,00;3.973,60;Vergunning
2020;-;Sloop;Overheid-Rechtspersoon;2;3;3;0;0;0,00;0;0,00;0,00;371,50;3.005,85;Vergunning
2020;-;Sloop;Natuurlijk persoon;2;2;2;0;0;0,00;0;0,00;0,00;304,87;993,24;In behandeling (in eerste aanleg)
2020;-;Sloop;Natuurlijk persoon-Rechtspersoon;1;2;2;0;0;0,00;0;0,00;0,00;223,70;784,20;In behandeling (in eerste aanleg)
2020;-;Sloop;Overheid;1;1;1;0;0;0,00;0;0,00;0,00;97,20;195,00;In behandeling (na beroep)
2020;-;Sloop;Rechtspersoon;1;1;1;0;0;0,00;0;0,00;0,00;68,90;310,05;In behandeling (in eerste aanleg)
2020;-;Sloop;Natuurlijk persoon-Rechtspersoon;1;1;1;0;0;0,00;0;0,00;0,00;30,20;196,30;Aktename
2020;-;Verbouwen of hergebruik;Natuurlijk persoon;2;3;3;0;0;0,00;0;458,65;212,95;0,00;0,00;Vergunning
2021;-;Nieuwbouw;Natuurlijk persoon;1;1;1;0;0;0,00;0;169,50;121,78;0,00;0,00;Vergunning
2021;-;Sloop;Natuurlijk persoon;6.892;9.800;9.801;0;0;0,00;0;0,00;0,00;2.007.212,94;9.526.308,40;Vergunning
2021;-;Sloop;Rechtspersoon;2.237;4.187;4.187;0;0;0,00;0;0,00;0,00;1.895.878,48;15.348.698,27;Vergunning
2021;-;Sloop;Natuurlijk persoon;1.193;1.807;1.807;0;0;0,00;0;0,00;0,00;520.217,96;3.161.453,16;Stopgezet
2021;-;Sloop;Natuurlijk persoon-Rechtspersoon;871;1.553;1.553;0;0;0,00;0;0,00;0,00;714.765,49;11.555.874,78;Vergunning
2021;-;Sloop;Rechtspersoon;703;1.383;1.383;0;0;0,00;0;0,00;0,00;936.236,29;5.846.191,61;Stopgezet
2021;-;Sloop;Natuurlijk persoon;594;915;915;0;0;0,00;0;0,00;0,00;186.045,95;1.701.707,22;Weigering
2021;-;Sloop;Rechtspersoon;423;828;828;0;0;0,00;0;0,00;0,00;246.191,87;1.268.279,93;Weigering
2021;-;Sloop;Natuurlijk persoon-Rechtspersoon;266;485;485;0;0;0,00;0;0,00;0,00;422.349,11;1.212.811,40;Stopgezet
2021;-;Sloop;Natuurlijk persoon-Rechtspersoon;127;268;268;0;0;0,00;0;0,00;0,00;109.419,86;2.321.142,43;Weigering
2021;-;Sloop;Overheid;73;122;122;0;0;0,00;0;0,00;0,00;38.096,88;222.967,51;Vergunning
2021;-;Sloop;Natuurlijk persoon;60;74;74;0;0;0,00;0;0,00;0,00;49.045,17;50.372,78;Niet rechtsgeldig
2021;-;Sloop;Natuurlijk persoon-Overheid;38;70;70;0;0;0,00;0;0,00;0,00;20.733,36;103.062,67;Vergunning
2021;-;Sloop;Natuurlijk persoon;33;34;34;0;0;0,00;0;0,00;0,00;734,88;2.013,91;Aktename
2021;-;Sloop;Rechtspersoon;20;40;40;0;0;0,00;0;0,00;0,00;23.660,41;139.169,74;In behandeling (na beroep)
2021;-;Sloop;Natuurlijk persoon;14;23;23;0;0;0,00;0;0,00;0,00;3.467,45;17.638,23;In behandeling (na beroep)
2021;-;Sloop;Natuurlijk persoon;13;19;19;0;0;0,00;0;0,00;0,00;2.377,54;13.247,11;Geen beslissing genomen
2021;-;Sloop;Overheid;10;14;14;0;0;0,00;0;0,00;0,00;3.173,25;13.015,73;Stopgezet
2021;-;Sloop;Rechtspersoon;8;18;18;0;0;0,00;0;0,00;0,00;5.746,32;20.055,46;Geen beslissing genomen
2021;-;Sloop;Natuurlijk persoon-Rechtspersoon;7;14;14;0;0;0,00;0;0,00;0,00;4.192,50;28.689,68;In behandeling (na beroep)
2021;-;Sloop;Overheid-Rechtspersoon;6;8;8;0;0;0,00;0;0,00;0,00;3.117,74;14.819,44;Vergunning
2021;-;Sloop;Rechtspersoon;6;7;7;0;0;0,00;0;0,00;0,00;1.038,82;5.143,62;Niet rechtsgeldig
2021;-;Sloop;Natuurlijk persoon-Rechtspersoon;4;18;18;0;0;0,00;0;0,00;0,00;4.836,76;28.349,58;Geen beslissing genomen
2021;-;Sloop;Natuurlijk persoon-Overheid;3;5;5;0;0;0,00;0;0,00;0,00;652,67;3.661,09;Stopgezet
2021;-;Sloop;Rechtspersoon;3;3;3;0;0;0,00;0;0,00;0,00;44,69;108,04;Aktename
2021;-;Sloop;Overheid-Rechtspersoon;2;7;7;0;0;0,00;0;0,00;0,00;1.993,00;5.284,00;In behandeling (na beroep)
2021;-;Sloop;Natuurlijk persoon;2;6;6;0;0;0,00;0;0,00;0,00;1.770,30;7.000,82;In behandeling (in eerste aanleg)
2021;-;Sloop;Natuurlijk persoon-Overheid-Rechtspersoon;2;2;2;0;0;0,00;0;0,00;0,00;1.113,64;6.471,96;Vergunning
2021;-;Sloop;Overheid-Rechtspersoon;1;2;2;0;0;0,00;0;0,00;0,00;106,20;392,00;Stopgezet
2021;-;Sloop;Natuurlijk persoon-Rechtspersoon;1;2;2;0;0;0,00;0;0,00;0,00;84,73;420,55;In behandeling (in eerste aanleg)
2021;-;Sloop;Overheid;1;1;1;0;0;0,00;0;0,00;0,00;273,00;819,00;Weigering
2021;-;Sloop;Natuurlijk persoon-Rechtspersoon;1;1;1;0;0;0,00;0;0,00;0,00;225,00;1.395,00;Niet rechtsgeldig
2021;-;Sloop;Natuurlijk persoon-Overheid;1;1;1;0;0;0,00;0;0,00;0,00;174,00;965,00;In behandeling (na beroep)
2021;-;Sloop;Natuurlijk persoon-Overheid;1;1;1;0;0;0,00;0;0,00;0,00;98,10;495,80;Weigering
2022;-;Sloop;Natuurlijk persoon;5.960;8.560;8.562;0;0;0,00;0;0,00;0,00;1.400.155,09;7.277.953,93;Vergunning
2022;-;Sloop;Rechtspersoon;2.439;4.405;4.405;0;0;0,00;0;0,00;0,00;2.501.897,22;18.299.546,09;Vergunning
2022;-;Sloop;Natuurlijk persoon;1.054;1.557;1.557;0;0;0,00;0;0,00;0,00;327.295,55;2.229.795,20;Stopgezet
2022;-;Sloop;Rechtspersoon;847;1.643;1.643;0;0;0,00;0;0,00;0,00;1.006.739,52;5.421.401,10;Stopgezet
2022;-;Sloop;Natuurlijk persoon-Rechtspersoon;602;1.136;1.136;0;0;0,00;0;0,00;0,00;432.042,12;2.413.481,69;Vergunning
2022;-;Sloop;Natuurlijk persoon;543;812;812;0;0;0,00;0;0,00;0,00;142.460,51;1.129.328,69;Weigering
2022;-;Sloop;Rechtspersoon;427;789;789;0;0;0,00;0;0,00;0,00;1.222.391,34;1.925.303,66;Weigering
2022;-;Sloop;Natuurlijk persoon-Rechtspersoon;202;362;362;0;0;0,00;0;0,00;0,00;175.243,02;1.138.527,39;Stopgezet
